,Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle
2011-09-17 06:00:00,2011,9,17,6,0,0,0,0,0.678062796593,12.9752746582,89.3276784483
2011-09-17 06:30:00,2011,9,17,6,30,73,39,295,0.659255921841,13.4625183105,83.4100281358
2011-09-17 07:00:00,2011,9,17,7,0,86,78,38,0.640449047089,13.9497314453,77.509563456
2011-09-17 07:30:00,2011,9,17,7,30,191,117,234,0.614819824696,14.942590332,71.6691212039
2011-09-17 08:00:00,2011,9,17,8,0,367,92,674,0.589190602303,15.9354492188,65.935897859
2011-09-17 08:30:00,2011,9,17,8,30,464,102,733,0.512810707092,17.5101257324,60.3671221016
2011-09-17 09:00:00,2011,9,17,9,0,554,109,776,0.436430871487,19.0847717285,55.035760512
2011-09-17 09:30:00,2011,9,17,9,30,635,116,808,0.365147382021,20.6508728027,50.0376750621
2011-09-17 10:00:00,2011,9,17,10,0,703,120,831,0.293863892555,22.2170043945,45.4999254329
2011-09-17 10:30:00,2011,9,17,10,30,759,124,848,0.462553173304,23.5091186523,41.5878286446
2011-09-17 11:00:00,2011,9,17,11,0,800,126,860,0.631242454052,24.8012329102,38.5040826402
2011-09-17 11:30:00,2011,9,17,11,30,825,128,866,0.908510327339,25.5981994629,36.4679091849
2011-09-17 12:00:00,2011,9,17,12,0,835,129,869,1.18577814102,26.3951965332,35.6644391972
2011-09-17 12:30:00,2011,9,17,12,30,829,128,867,1.45131134987,26.772454834,36.1779227051
2011-09-17 13:00:00,2011,9,17,13,0,806,127,861,1.71684455872,27.1497131348,37.9539694131
2011-09-17 13:30:00,2011,9,17,13,30,768,125,850,1.95679402351,27.1007324219,40.8244956136
2011-09-17 14:00:00,2011,9,17,14,0,716,121,834,2.19674348831,27.051751709,44.5725810613
2011-09-17 14:30:00,2011,9,17,14,30,650,117,812,2.3658156395,26.6234985352,48.9891548149
2011-09-17 15:00:00,2011,9,17,15,0,572,111,782,2.53488755226,26.1952453613,53.9000856926
2011-09-17 15:30:00,2011,9,17,15,30,483,103,741,2.65913581848,25.3835083008,59.1703439928
2011-09-17 16:00:00,2011,9,17,16,0,388,94,687,2.7833840847,24.5717712402,64.6979432205
2011-09-17 16:30:00,2011,9,17,16,30,287,82,611,2.8601899147,23.325769043,70.4056013303
2011-09-17 17:00:00,2011,9,17,17,0,186,66,502,2.93699550629,22.0797668457,76.2332650081
2011-09-17 17:30:00,2011,9,17,17,30,91,45,339,2.98359560966,20.5307556152,82.1321180973
2011-09-17 18:00:00,2011,9,17,18,0,17,14,93,3.03019571304,18.9817443848,88.0592772453
2011-09-17 18:30:00,2011,9,17,18,30,0,0,0,3.01021957397,18.0286499023,93.9818053294
2011-09-17 19:00:00,2011,9,17,19,0,0,0,0,2.99024367332,17.0755249023,99.8537340015
2011-09-17 19:30:00,2011,9,17,19,30,0,0,0,2.87650823593,16.4565063477,105.63600201
2011-09-17 20:00:00,2011,9,17,20,0,0,0,0,2.76277303696,15.837487793,111.280306925
2011-09-17 20:30:00,2011,9,17,20,30,0,0,0,2.63051891327,15.4108520508,116.727902402
2011-09-17 21:00:00,2011,9,17,21,0,0,0,0,2.49826455116,14.9842163086,121.904779895
2011-09-17 21:30:00,2011,9,17,21,30,0,0,0,2.337485075,14.6866699219,126.716043342
2011-09-17 22:00:00,2011,9,17,22,0,0,0,0,2.17670559883,14.3891235352,131.040304849
2011-09-17 22:30:00,2011,9,17,22,30,0,0,0,1.988468647,14.2191101074,134.726661803
2011-09-17 23:00:00,2011,9,17,23,0,0,0,0,1.80023157597,14.0491271973,137.599625877
2011-09-17 23:30:00,2011,9,17,23,30,0,0,0,1.59275960922,14.0610290527,139.479479116
2011-09-18 00:00:00,2011,9,18,0,0,0,0,0,1.38528752327,14.0729003906,140.221350579
2011-09-18 00:30:00,2011,9,18,0,30,0,0,0,1.23974525928,14.2502075195,139.760904443
2011-09-18 01:00:00,2011,9,18,1,0,0,0,0,1.0942029953,14.4274841309,138.138779285
2011-09-18 01:30:00,2011,9,18,1,30,0,0,0,1.00639641285,14.5843139648,135.484882795
2011-09-18 02:00:00,2011,9,18,2,0,0,0,0,0.918589770794,14.7411437988,131.974958071
2011-09-18 02:30:00,2011,9,18,2,30,0,0,0,0.864988088608,14.7940917969,127.788116623
2011-09-18 03:00:00,2011,9,18,3,0,0,0,0,0.811386466026,14.8470703125,123.082005776
2011-09-18 03:30:00,2011,9,18,3,30,0,0,0,0.790428519249,14.8783813477,117.984941379
2011-09-18 04:00:00,2011,9,18,4,0,0,0,0,0.769470512867,14.9096618652,112.597669994
2011-09-18 04:30:00,2011,9,18,4,30,0,0,0,0.756940543652,14.930657959,106.998693756
2011-09-18 05:00:00,2011,9,18,5,0,0,0,0,0.744410574436,14.9516540527,101.250018003
2011-09-18 05:30:00,2011,9,18,5,30,0,0,0,0.732616782188,15.1027160645,95.4021894789
2011-09-18 06:00:00,2011,9,18,6,0,0,0,0,0.720823049545,15.2537780762,89.4943952925
2011-09-18 06:30:00,2011,9,18,6,30,69,38,280,0.687852203846,15.858392334,83.5769989569
2011-09-18 07:00:00,2011,9,18,7,0,160,61,460,0.654881358147,16.4630065918,77.6797203624
2011-09-18 07:30:00,2011,9,18,7,30,259,78,580,0.669767856598,18.1917358398,71.8456812559
2011-09-18 08:00:00,2011,9,18,8,0,360,91,663,0.684654355049,19.9204650879,66.1223626853
2011-09-18 08:30:00,2011,9,18,8,30,456,101,723,0.733917117119,21.9855895996,60.5673681914
2011-09-18 09:00:00,2011,9,18,9,0,546,109,767,0.783179879189,24.0507141113,55.2540876133
2011-09-18 09:30:00,2011,9,18,9,30,627,115,801,0.882698535919,26.005456543,50.2787334471
2011-09-18 10:00:00,2011,9,18,10,0,696,120,825,0.98221719265,27.9601989746,45.7683788808
2011-09-18 10:30:00,2011,9,18,10,30,752,123,843,0.985769867897,29.430871582,41.8875326818
2011-09-18 11:00:00,2011,9,18,11,0,793,126,856,0.989322602749,30.9015136719,38.8366031339
2011-09-18 11:30:00,2011,9,18,11,30,819,128,863,0.957562923431,31.5825744629,36.8306557224
2011-09-18 12:00:00,2011,9,18,12,0,829,128,867,0.925803184509,32.2636352539,36.0496450502
2011-09-18 12:30:00,2011,9,18,12,30,823,128,865,1.01936578751,32.4858947754,36.574070131
2011-09-18 13:00:00,2011,9,18,13,0,801,126,859,1.11292850971,32.7081848145,38.3494256777
2011-09-18 13:30:00,2011,9,18,13,30,763,124,849,1.28038573265,32.497277832,41.2107718336
2011-09-18 14:00:00,2011,9,18,14,0,710,121,833,1.44784283638,32.286340332,44.9453039286
2011-09-18 14:30:00,2011,9,18,14,30,644,116,810,1.61990499496,31.7083679199,49.3472406053
2011-09-18 15:00:00,2011,9,18,15,0,566,110,779,1.79196703434,31.1303649902,54.2444478117
2011-09-18 15:30:00,2011,9,18,15,30,478,103,738,1.95727038383,30.2135559082,59.5028787375
2011-09-18 16:00:00,2011,9,18,16,0,382,93,683,2.12257361412,29.2967163086,65.0209227251
2011-09-18 16:30:00,2011,9,18,16,30,281,81,605,2.36995315552,27.7337890625,70.7213682732
2011-09-18 17:00:00,2011,9,18,17,0,180,65,494,2.6173324585,26.170892334,76.5441051946
2011-09-18 17:30:00,2011,9,18,17,30,86,43,327,2.83955621719,24.2336364746,82.4402187535
2011-09-18 18:00:00,2011,9,18,18,0,14,12,78,3.06177973747,22.2964111328,88.3666328409
2011-09-18 18:30:00,2011,9,18,18,30,0,0,0,2.99239826202,21.1540466309,94.2908237721
2011-09-18 19:00:00,2011,9,18,19,0,0,0,0,2.92301702499,20.0117126465,100.166312188
2011-09-18 19:30:00,2011,9,18,19,30,0,0,0,2.76522803307,19.2020812988,105.954225435
2011-09-18 20:00:00,2011,9,18,20,0,0,0,0,2.60743904114,18.3924804688,111.60627563
2011-09-18 20:30:00,2011,9,18,20,30,0,0,0,2.45439767838,17.8034301758,117.063684693
2011-09-18 21:00:00,2011,9,18,21,0,0,0,0,2.30135631561,17.2143493652,122.252279618
2011-09-18 21:30:00,2011,9,18,21,30,0,0,0,2.14484262466,16.8114562988,127.076719245
2011-09-18 22:00:00,2011,9,18,22,0,0,0,0,1.98832893372,16.4085632324,131.414664657
2011-09-18 22:30:00,2011,9,18,22,30,0,0,0,1.80263328552,16.2354675293,135.11348673
2011-09-18 23:00:00,2011,9,18,23,0,0,0,0,1.61693763733,16.0623718262,137.995052488
2011-09-18 23:30:00,2011,9,18,23,30,0,0,0,1.39364743233,16.2139221191,139.876437035
2011-09-19 00:00:00,2011,9,19,0,0,0,0,0,1.17035722733,16.3655029297,140.610176287
2011-09-19 00:30:00,2011,9,19,0,30,0,0,0,0.973692536354,16.564630127,140.131508436
2011-09-19 01:00:00,2011,9,19,1,0,0,0,0,0.777027845383,16.7637878418,138.483381863
2011-09-19 01:30:00,2011,9,19,1,30,0,0,0,0.645261406898,16.7611022949,135.799610891
2011-09-19 02:00:00,2011,9,19,2,0,0,0,0,0.51349490881,16.7584472656,132.259663497
2011-09-19 02:30:00,2011,9,19,2,30,0,0,0,0.453212201595,16.6792541504,128.045169396
2011-09-19 03:00:00,2011,9,19,3,0,0,0,0,0.392929524183,16.6000610352,123.315034561
2011-09-19 03:30:00,2011,9,19,3,30,0,0,0,0.406307220459,16.4957824707,118.197967298
2011-09-19 04:00:00,2011,9,19,4,0,0,0,0,0.419684886932,16.3915344238,112.794647686
2011-09-19 04:30:00,2011,9,19,4,30,0,0,0,0.459295839071,16.2789245605,107.183329072
2011-09-19 05:00:00,2011,9,19,5,0,0,0,0,0.49890679121,16.1662841797,101.425740023
2011-09-19 05:30:00,2011,9,19,5,30,0,0,0,0.507346391678,16.3337646484,95.5721987256
2011-09-19 06:00:00,2011,9,19,6,0,0,0,0,0.515785992146,16.5012451172,89.6615744307
2011-09-19 06:30:00,2011,9,19,6,30,68,37,281,0.454954534769,17.1247192383,83.7446786434
2011-09-19 07:00:00,2011,9,19,7,0,159,61,465,0.394123077393,17.748223877,77.8508272815
2011-09-19 07:30:00,2011,9,19,7,30,259,78,587,0.37910181284,19.4820800781,72.0234322916
2011-09-19 08:00:00,2011,9,19,8,0,360,91,670,0.364080548286,21.2159362793,66.3102564523
2011-09-19 08:30:00,2011,9,19,8,30,458,101,730,0.499314695597,23.602532959,60.7692687195
2011-09-19 09:00:00,2011,9,19,9,0,548,109,775,0.634548842907,25.9890991211,55.4742644709
2011-09-19 09:30:00,2011,9,19,9,30,629,115,808,0.714031219482,28.0517822266,50.5217788724
2011-09-19 10:00:00,2011,9,19,10,0,698,120,832,0.793513596058,30.114465332,46.0388582392
2011-09-19 10:30:00,2011,9,19,10,30,753,123,850,0.76735329628,31.7227722168,42.1891573536
2011-09-19 11:00:00,2011,9,19,11,0,795,126,862,0.741193056107,33.3310791016,39.1707705277
2011-09-19 11:30:00,2011,9,19,11,30,820,127,870,0.655924201012,34.0977416992,37.1946519403
2011-09-19 12:00:00,2011,9,19,12,0,830,128,873,0.570655286312,34.8644348145,36.4357144282
2011-09-19 12:30:00,2011,9,19,12,30,824,127,871,0.643980503082,35.0339599609,36.9708537977
2011-09-19 13:00:00,2011,9,19,13,0,802,126,866,0.717305660248,35.2034851074,38.7454895227
2011-09-19 13:30:00,2011,9,19,13,30,763,124,854,0.908778846264,34.8984313965,41.5977472278
2011-09-19 14:00:00,2011,9,19,14,0,710,120,838,1.10025203228,34.5933776855,45.3188358715
2011-09-19 14:30:00,2011,9,19,14,30,643,116,815,1.3320119381,33.8932128906,49.706204018
2011-09-19 15:00:00,2011,9,19,15,0,564,110,783,1.5637717247,33.1930786133,54.5896989755
2011-09-19 15:30:00,2011,9,19,15,30,475,102,741,1.82610094547,32.1757141113,59.8362636957
2011-09-19 16:00:00,2011,9,19,16,0,378,92,685,2.08843016624,31.1583496094,65.3446767586
2011-09-19 16:30:00,2011,9,19,16,30,277,80,606,2.44611859322,29.5343261719,71.0378100118
2011-09-19 17:00:00,2011,9,19,17,0,176,64,492,2.80380702019,27.9103027344,76.8555062311
2011-09-19 17:30:00,2011,9,19,17,30,82,42,320,3.04871439934,25.9148498535,82.7487586511
2011-09-19 18:00:00,2011,9,19,18,0,12,11,65,3.29362177849,23.9194274902,88.674283698
2011-09-19 18:30:00,2011,9,19,18,30,0,0,0,3.26604676247,22.7332702637,94.6000564861
2011-09-19 19:00:00,2011,9,19,19,0,0,0,0,3.23847174644,21.5471130371,100.479002706
2011-09-19 19:30:00,2011,9,19,19,30,0,0,0,3.0958032608,20.711541748,106.272476402
2011-09-19 20:00:00,2011,9,19,20,0,0,0,0,2.95313453674,19.8759399414,111.932211864
2011-09-19 20:30:00,2011,9,19,20,30,0,0,0,2.7897131443,19.2416625977,117.399408733
2011-09-19 21:00:00,2011,9,19,21,0,0,0,0,2.62629175186,18.6073852539,122.599740429
2011-09-19 21:30:00,2011,9,19,21,30,0,0,0,2.48097848892,18.1487976074,127.437430554
2011-09-19 22:00:00,2011,9,19,22,0,0,0,0,2.3356654644,17.6902404785,131.789191454
2011-09-19 22:30:00,2011,9,19,22,30,0,0,0,2.21033430099,17.3788391113,135.500649785
2011-09-19 23:00:00,2011,9,19,23,0,0,0,0,2.08500313759,17.0674377441,138.390975803
2011-09-19 23:30:00,2011,9,19,23,30,0,0,0,1.9644639492,16.8802429199,140.273953034
2011-09-20 00:00:00,2011,9,20,0,0,0,0,0,1.84392476082,16.6930786133,140.999450318
2011-09-20 00:30:00,2011,9,20,0,30,0,0,0,1.71839570999,16.6036621094,140.502284373
2011-09-20 01:00:00,2011,9,20,1,0,0,0,0,1.59286665916,16.5142456055,138.827809876
2011-09-20 01:30:00,2011,9,20,1,30,0,0,0,1.48475933075,16.5095458984,136.11386615
2011-09-20 02:00:00,2011,9,20,2,0,0,0,0,1.37665212154,16.504876709,132.54371473
2011-09-20 02:30:00,2011,9,20,2,30,0,0,0,1.28083562851,16.598840332,128.301512439
2011-09-20 03:00:00,2011,9,20,3,0,0,0,0,1.18501913548,16.6928344727,123.54740043
2011-09-20 03:30:00,2011,9,20,3,30,0,0,0,1.11025452614,16.7669616699,118.410449145
2011-09-20 04:00:00,2011,9,20,4,0,0,0,0,1.03549003601,16.8411193848,112.991246894
2011-09-20 04:30:00,2011,9,20,4,30,0,0,0,0.994129478931,16.8663574219,107.367780572
2011-09-20 05:00:00,2011,9,20,5,0,0,0,0,0.952768921852,16.891595459,101.601490799
2011-09-20 05:30:00,2011,9,20,5,30,0,0,0,0.94246584177,17.2283874512,95.7424605628
2011-09-20 06:00:00,2011,9,20,6,0,0,0,0,0.932162761688,17.5652099609,89.8292198759
2011-09-20 06:30:00,2011,9,20,6,30,66,37,280,0.913462758064,18.6582580566,83.9130777011
2011-09-20 07:00:00,2011,9,20,7,0,158,61,469,0.894762694836,19.7513061523,78.0228943741
2011-09-20 07:30:00,2011,9,20,7,30,259,78,592,0.846619129181,21.4786010742,72.2023822182
2011-09-20 08:00:00,2011,9,20,8,0,361,91,677,0.798475623131,23.2058959961,66.4995822729
2011-09-20 08:30:00,2011,9,20,8,30,459,101,737,0.886836409569,25.3143859863,60.9728184174
2011-09-20 09:00:00,2011,9,20,9,0,549,108,782,0.975197196007,27.4229064941,55.6962747658
2011-09-20 09:30:00,2011,9,20,9,30,630,115,815,1.03233742714,29.13515625,50.7667809602
2011-09-20 10:00:00,2011,9,20,10,0,699,119,839,1.08947765827,30.8474060059,46.3113164395
2011-09-20 10:30:00,2011,9,20,10,30,755,123,857,1.15500879288,32.0857177734,42.4926378142
2011-09-20 11:00:00,2011,9,20,11,0,797,125,869,1.22053980827,33.3239990234,39.5065043128
2011-09-20 11:30:00,2011,9,20,11,30,822,127,877,1.36267495155,34.0113464355,37.5598064078
2011-09-20 12:00:00,2011,9,20,12,0,832,128,879,1.50481021404,34.6987243652,36.8225484981
2011-09-20 12:30:00,2011,9,20,12,30,825,127,878,1.68506646156,34.7811523438,37.3681668282
2011-09-20 13:00:00,2011,9,20,13,0,802,126,872,1.86532270908,34.8635803223,39.1420438088
2011-09-20 13:30:00,2011,9,20,13,30,764,123,861,2.0641849041,34.5218444824,41.9852948565
2011-09-20 14:00:00,2011,9,20,14,0,711,120,845,2.2630469799,34.1801086426,45.6930431807
2011-09-20 14:30:00,2011,9,20,14,30,643,115,822,2.45564651489,33.5336242676,50.0659080519
2011-09-20 15:00:00,2011,9,20,15,0,564,109,791,2.6482462883,32.8871704102,54.9357012623
2011-09-20 15:30:00,2011,9,20,15,30,475,102,749,2.8228290081,31.9209533691,60.1703611245
2011-09-20 16:00:00,2011,9,20,16,0,378,92,693,2.99741172791,30.9547363281,65.6690680747
2011-09-20 16:30:00,2011,9,20,16,30,276,80,613,3.11126446724,29.3913208008,71.3547896503
2011-09-20 17:00:00,2011,9,20,17,0,174,64,497,3.22511720657,27.8278747559,77.1673309256
2011-09-20 17:30:00,2011,9,20,17,30,79,41,319,3.2903137207,25.9377685547,83.0575979198
2011-09-20 18:00:00,2011,9,20,18,0,10,9,55,3.35551047325,24.0476623535,88.9820742194
2011-09-20 18:30:00,2011,9,20,18,30,0,0,0,3.29183411598,22.8816467285,94.9093671957
2011-09-20 19:00:00,2011,9,20,19,0,0,0,0,3.22815775871,21.7156616211,100.791668021
2011-09-20 19:30:00,2011,9,20,19,30,0,0,0,3.02543640137,20.8541503906,106.590615846
2011-09-20 20:00:00,2011,9,20,20,0,0,0,0,2.82271504402,19.9926696777,112.257974947
2011-09-20 20:30:00,2011,9,20,20,30,0,0,0,2.55505681038,19.3448730469,117.734932492
2011-09-20 21:00:00,2011,9,20,21,0,0,0,0,2.28739857674,18.697076416,122.947019775
2011-09-20 21:30:00,2011,9,20,21,30,0,0,0,2.01136016846,18.2322631836,127.798035888
2011-09-20 22:00:00,2011,9,20,22,0,0,0,0,1.73532176018,17.7674499512,132.163747814
2011-09-20 22:30:00,2011,9,20,22,30,0,0,0,1.51658773422,17.4614196777,135.888021128
2011-09-20 23:00:00,2011,9,20,23,0,0,0,0,1.29785358906,17.1553894043,138.787276839
2011-09-20 23:30:00,2011,9,20,23,30,0,0,0,1.1785428524,16.8739562988,140.671919906
2011-09-21 00:00:00,2011,9,21,0,0,0,0,0,1.05923199654,16.5925231934,141.389075257
2011-09-21 00:30:00,2011,9,21,0,30,0,0,0,1.0996336937,16.3212524414,140.873142491
2011-09-21 01:00:00,2011,9,21,1,0,0,0,0,1.14003539085,16.0499816895,139.171982028
2011-09-21 01:30:00,2011,9,21,1,30,0,0,0,1.23334908485,15.8442626953,136.427578837
2011-09-21 02:00:00,2011,9,21,2,0,0,0,0,1.32666265965,15.6385742188,132.827056117
2011-09-21 02:30:00,2011,9,21,2,30,0,0,0,1.36772441864,15.5776306152,128.557104667
2011-09-21 03:00:00,2011,9,21,3,0,0,0,0,1.40878605843,15.5166564941,123.779075661
2011-09-21 03:30:00,2011,9,21,3,30,0,0,0,1.41735911369,15.5753417969,118.622370516
2011-09-21 04:00:00,2011,9,21,4,0,0,0,0,1.42593228817,15.6340270996,113.187460293
2011-09-21 04:30:00,2011,9,21,4,30,0,0,0,1.44537866116,15.692010498,107.552047892
2011-09-21 05:00:00,2011,9,21,5,0,0,0,0,1.46482503414,15.7499938965,101.777275013
2011-09-21 05:30:00,2011,9,21,5,30,0,0,0,1.50282824039,15.9900146484,95.9129829882
2011-09-21 06:00:00,2011,9,21,6,0,0,0,0,1.54083144665,16.2300354004,89.9973078758
2011-09-21 06:30:00,2011,9,21,6,30,65,36,280,1.44304990768,17.2675720215,84.0821923915
2011-09-21 07:00:00,2011,9,21,7,0,157,60,472,1.34526836872,18.3051086426,78.1959204551
2011-09-21 07:30:00,2011,9,21,7,30,258,77,596,1.20108103752,20.025994873,72.3825296879
2011-09-21 08:00:00,2011,9,21,8,0,360,90,681,1.05689370632,21.7468811035,66.6903349738
2011-09-21 08:30:00,2011,9,21,8,30,458,100,742,1.07188844681,23.7963500977,61.1780057778
2011-09-21 09:00:00,2011,9,21,9,0,548,108,786,1.08688318729,25.8458496094,55.9200971892
2011-09-21 09:30:00,2011,9,21,9,30,629,114,818,1.148468256,27.5005432129,51.0137053324
2011-09-21 10:00:00,2011,9,21,10,0,698,119,842,1.2100533247,29.1552368164,46.5857032309
2011-09-21 10:30:00,2011,9,21,10,30,753,122,860,1.33236670494,30.2939086914,42.7979069113
2011-09-21 11:00:00,2011,9,21,11,0,794,125,871,1.45468020439,31.432611084,39.8437225957
2011-09-21 11:30:00,2011,9,21,11,30,819,126,878,1.66666913033,31.9143920898,37.9260268504
2011-09-21 12:00:00,2011,9,21,12,0,828,127,880,1.87865805626,32.3961730957,37.210048038
2011-09-21 12:30:00,2011,9,21,12,30,820,126,878,2.1352353096,32.2577453613,37.7659023535
2011-09-21 13:00:00,2011,9,21,13,0,797,125,871,2.39181256294,32.119317627,39.538971809
2011-09-21 13:30:00,2011,9,21,13,30,758,123,859,2.63353419304,31.5799194336,42.3732884186
2011-09-21 14:00:00,2011,9,21,14,0,704,119,842,2.87525582314,31.0405517578,46.0677928674
2011-09-21 14:30:00,2011,9,21,14,30,636,114,819,3.05234479904,30.2650390625,50.4262161239
2011-09-21 15:00:00,2011,9,21,15,0,557,108,787,3.22943353653,29.4895568848,55.2823167635
2011-09-21 15:30:00,2011,9,21,15,30,468,101,744,3.29944229126,28.5271850586,60.5050331857
2011-09-21 16:00:00,2011,9,21,16,0,371,91,688,3.36945080757,27.5647827148,65.993959249
2011-09-21 16:30:00,2011,9,21,16,30,270,79,606,3.31561303139,26.2067504883,71.672170013
2011-09-21 17:00:00,2011,9,21,17,0,168,62,488,3.2617752552,24.8487487793,77.4794416294
2011-09-21 17:30:00,2011,9,21,17,30,75,39,307,3.12007331848,23.2772766113,83.3665970585
2011-09-21 18:00:00,2011,9,21,18,0,0,0,0,2.97837162018,21.7057739258,89.2898510242
2011-09-21 18:30:00,2011,9,21,18,30,0,0,0,2.85935258865,20.658380127,95.2186190818
2011-09-21 19:00:00,2011,9,21,19,0,0,0,0,2.74033355713,19.6109558105,101.104170046
2011-09-21 19:30:00,2011,9,21,19,30,0,0,0,2.57254362106,18.8317810059,106.908504119
2011-09-21 20:00:00,2011,9,21,20,0,0,0,0,2.404753685,18.0525756836,112.583423564
2011-09-21 20:30:00,2011,9,21,20,30,0,0,0,2.25296020508,17.4594665527,118.070113213
2011-09-21 21:00:00,2011,9,21,21,0,0,0,0,2.10116672516,16.8663269043,123.293974261
2011-09-21 21:30:00,2011,9,21,21,30,0,0,0,1.95235478878,16.3633361816,128.158392906
2011-09-21 22:00:00,2011,9,21,22,0,0,0,0,1.8035428524,15.8603759766,132.538195281
2011-09-21 22:30:00,2011,9,21,22,30,0,0,0,1.64774489403,15.4208007813,136.27546996
2011-09-21 23:00:00,2011,9,21,23,0,0,0,0,1.49194693565,14.9811950684,139.183835918
2011-09-21 23:30:00,2011,9,21,23,30,0,0,0,1.36677241325,14.5970397949,141.070230174
2011-09-22 00:00:00,2011,9,22,0,0,0,0,0,1.24159777164,14.2128845215,141.778953861
2011-09-22 00:30:00,2011,9,22,0,30,0,0,0,1.20576524734,14.0701538086,141.24399359
2011-09-22 01:00:00,2011,9,22,1,0,0,0,0,1.16993260384,13.9274536133,139.515817982
2011-09-22 01:30:00,2011,9,22,1,30,0,0,0,1.17509281635,13.8983398438,136.740680557
2011-09-22 02:00:00,2011,9,22,2,0,0,0,0,1.18025302887,13.8691955566,133.10963361
2011-09-22 02:30:00,2011,9,22,2,30,0,0,0,1.17390608788,13.8409057617,128.811906702
2011-09-22 03:00:00,2011,9,22,3,0,0,0,0,1.16755914688,13.8126159668,124.010034175
2011-09-22 03:30:00,2011,9,22,3,30,0,0,0,1.15981507301,13.7837463379,118.833716472
2011-09-22 04:00:00,2011,9,22,4,0,0,0,0,1.15207111835,13.754876709,113.383281779
2011-09-22 04:30:00,2011,9,22,4,30,0,0,0,1.14065957069,13.7582336426,107.736131599
2011-09-22 05:00:00,2011,9,22,5,0,0,0,0,1.12924814224,13.7615905762,101.953097969
2011-09-22 05:30:00,2011,9,22,5,30,0,0,0,1.10263395309,13.8362670898,96.0837743049
2011-09-22 06:00:00,2011,9,22,6,0,0,0,0,1.07601988316,13.9109436035,90.16584913
2011-09-22 06:30:00,2011,9,22,6,30,23,23,0,0.930421948433,14.5709777832,84.2520341782
2011-09-22 07:00:00,2011,9,22,7,0,58,58,0,0.784824073315,15.2310119629,78.3699147466
2011-09-22 07:30:00,2011,9,22,7,30,96,96,0,0.666082859039,16.7158447266,72.5638792785
2011-09-22 08:00:00,2011,9,22,8,0,212,162,127,0.547341704369,18.2007080078,66.8825127965
2011-09-22 08:30:00,2011,9,22,8,30,348,182,345,0.465661376715,20.3314147949,61.3848206071
2011-09-22 09:00:00,2011,9,22,9,0,418,221,354,0.383981049061,22.4621520996,56.1457103092
2011-09-22 09:30:00,2011,9,22,9,30,622,113,812,0.445195883512,24.223260498,51.2625162705
2011-09-22 10:00:00,2011,9,22,10,0,689,118,836,0.506410717964,25.9843688965,46.8619662852
2011-09-22 10:30:00,2011,9,22,10,30,744,121,853,0.66471362114,27.3004394531,43.104895337
2011-09-22 11:00:00,2011,9,22,11,0,784,124,864,0.82301658392,28.6165405273,40.18234151
2011-09-22 11:30:00,2011,9,22,11,30,809,125,870,0.966898918152,29.3737426758,38.2932198131
2011-09-22 12:00:00,2011,9,22,12,0,817,126,872,1.11078119278,30.1309448242,37.5981133142
2011-09-22 12:30:00,2011,9,22,12,30,810,125,870,1.29650568962,30.4887329102,38.1639536683
2011-09-22 13:00:00,2011,9,22,13,0,786,124,864,1.48223030567,30.8465209961,39.9361576794
2011-09-22 13:30:00,2011,9,22,13,30,748,121,853,1.72728180885,30.6968933105,42.7616031999
2011-09-22 14:00:00,2011,9,22,14,0,694,118,836,1.97233319283,30.547265625,46.4429542371
2011-09-22 14:30:00,2011,9,22,14,30,627,113,813,2.18332290649,29.8169494629,50.7869948702
2011-09-22 15:00:00,2011,9,22,15,0,548,107,781,2.39431238174,29.0866333008,55.6294120762
2011-09-22 15:30:00,2011,9,22,15,30,460,100,738,2.56815004349,28.0118652344,60.8401476543
2011-09-22 16:00:00,2011,9,22,16,0,363,90,681,2.74198770523,26.937097168,66.3192201888
2011-09-22 16:30:00,2011,9,22,16,30,263,77,598,2.83535957336,25.3461242676,71.9898231735
2011-09-22 17:00:00,2011,9,22,17,0,162,61,478,2.92873167992,23.7551513672,77.7917135119
2011-09-22 17:30:00,2011,9,22,17,30,70,37,292,2.88031220436,22.1009155273,83.6756374193
2011-09-22 18:00:00,2011,9,22,18,0,0,0,0,2.83189272881,20.4467102051,89.597517637
2011-09-22 18:30:00,2011,9,22,18,30,0,0,0,2.69703054428,19.4780212402,95.5276748454
2011-09-22 19:00:00,2011,9,22,19,0,0,0,0,2.56216835976,18.5093322754,101.416370205
2011-09-22 19:30:00,2011,9,22,19,30,0,0,0,2.44436836243,17.8978515625,107.226001053
2011-09-22 20:00:00,2011,9,22,20,0,0,0,0,2.32656812668,17.2863708496,112.908415818
2011-09-22 20:30:00,2011,9,22,20,30,0,0,0,2.28621435165,16.8487792969,118.404807465
2011-09-22 21:00:00,2011,9,22,21,0,0,0,0,2.24586081505,16.4111572266,123.640459695
2011-09-22 21:30:00,2011,9,22,21,30,0,0,0,2.25332927704,16.0533996582,128.518358334
2011-09-22 22:00:00,2011,9,22,22,0,0,0,0,2.26079773903,15.6956115723,132.912394381
2011-09-22 22:30:00,2011,9,22,22,30,0,0,0,2.26434183121,15.4144836426,136.662864513
2011-09-22 23:00:00,2011,9,22,23,0,0,0,0,2.26788592339,15.1333557129,139.580532656
2011-09-22 23:30:00,2011,9,22,23,30,0,0,0,2.2338912487,14.967401123,141.468776087
